DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa), Light (lx)
2019-02-01 00:00:01 +0800, BME280|BH1750FVI, 17.60, 63.70, 1022.99, 0
2019-02-01 00:00:08 +0800, BME280|BH1750FVI, 17.59, 63.53, 1022.95, 0
2019-02-01 00:00:15 +0800, BME280|BH1750FVI, 17.57, 63.61, 1022.94, 0
2019-02-01 00:00:22 +0800, BME280|BH1750FVI, 17.56, 63.70, 1022.95, 0
2019-02-01 00:00:29 +0800, BME280|BH1750FVI, 17.54, 63.67, 1022.96, 0
2019-02-01 00:00:37 +0800, BME280|BH1750FVI, 17.54, 63.64, 1022.97, 0
2019-02-01 00:00:44 +0800, BME280|BH1750FVI, 17.53, 63.44, 1022.93, 0
2019-02-01 00:00:51 +0800, BME280|BH1750FVI, 17.54, 63.50, 1022.90, 0
2019-02-01 00:00:58 +0800, BME280|BH1750FVI, 17.52, 63.58, 1022.96, 0
2019-02-01 00:01:05 +0800, BME280|BH1750FVI, 17.48, 63.60, 1022.96, 0
2019-02-01 00:01:12 +0800, BME280|BH1750FVI, 17.46, 63.49, 1022.91, 0
2019-02-01 00:01:21 +0800, BME280|BH1750FVI, 17.42, 63.43, 1022.94, 0
2019-02-01 00:01:28 +0800, BME280|BH1750FVI, 17.41, 63.53, 1022.96, 0
2019-02-01 00:01:35 +0800, BME280|BH1750FVI, 17.41, 63.56, 1022.97, 0
2019-02-01 00:01:42 +0800, BME280|BH1750FVI, 17.37, 63.96, 1022.93, 0
2019-02-01 00:01:49 +0800, BME280|BH1750FVI, 17.40, 63.99, 1022.98, 0
2019-02-01 00:01:57 +0800, BME280|BH1750FVI, 17.49, 66.50, 1022.96, 0
2019-02-01 00:02:04 +0800, BME280|BH1750FVI, 17.53, 64.05, 1022.93, 0
2019-02-01 00:02:11 +0800, BME280|BH1750FVI, 17.54, 63.79, 1022.96, 0
2019-02-01 00:02:18 +0800, BME280|BH1750FVI, 17.55, 63.71, 1022.94, 0
2019-02-01 00:02:26 +0800, BME280|BH1750FVI, 17.58, 63.52, 1022.92, 0
2019-02-01 00:02:33 +0800, BME280|BH1750FVI, 17.59, 64.58, 1022.95, 0
2019-02-01 00:02:41 +0800, BME280|BH1750FVI, 17.65, 64.62, 1022.96, 0
2019-02-01 00:02:48 +0800, BME280|BH1750FVI, 17.67, 63.44, 1023.00, 0
2019-02-01 00:02:55 +0800, BME280|BH1750FVI, 17.69, 63.28, 1022.99, 0
2019-02-01 00:03:02 +0800, BME280|BH1750FVI, 17.68, 63.26, 1022.96, 0
2019-02-01 00:03:09 +0800, BME280|BH1750FVI, 17.63, 62.98, 1022.93, 0
2019-02-01 00:03:18 +0800, BME280|BH1750FVI, 17.59, 62.95, 1022.92, 0
2019-02-01 00:03:25 +0800, BME280|BH1750FVI, 17.54, 63.02, 1022.97, 0
2019-02-01 00:03:32 +0800, BME280|BH1750FVI, 17.51, 64.01, 1022.91, 0
2019-02-01 00:03:39 +0800, BME280|BH1750FVI, 17.51, 64.51, 1022.93, 0
2019-02-01 00:03:46 +0800, BME280|BH1750FVI, 17.52, 64.02, 1022.92, 0
2019-02-01 00:03:53 +0800, BME280|BH1750FVI, 17.51, 63.48, 1022.97, 0
2019-02-01 00:04:01 +0800, BME280|BH1750FVI, 17.47, 63.41, 1022.96, 0
