DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa), Light (lx)
2018-02-03 00:00:05 +0800, BME280|BH1750FVI, 12.10, 92.79, 1024.313, 54612
2018-02-03 00:00:12 +0800, BME280|BH1750FVI, 12.10, 93.01, 1024.318, 54612
2018-02-03 00:00:19 +0800, BME280|BH1750FVI, 12.10, 93.84, 1024.341, 54612
2018-02-03 00:00:26 +0800, BME280|BH1750FVI, 12.10, 93.68, 1024.319, 54612
2018-02-03 00:00:33 +0800, BME280|BH1750FVI, 12.11, 93.54, 1024.291, 54612
2018-02-03 00:00:40 +0800, BME280|BH1750FVI, 12.12, 93.58, 1024.323, 54612
2018-02-03 00:00:48 +0800, BME280|BH1750FVI, 12.13, 93.46, 1024.331, 54612
2018-02-03 00:00:55 +0800, BME280|BH1750FVI, 12.14, 93.29, 1024.305, 54612
2018-02-03 00:01:02 +0800, BME280|BH1750FVI, 12.15, 92.95, 1024.315, 54612
2018-02-03 00:01:09 +0800, BME280|BH1750FVI, 12.15, 92.67, 1024.320, 54612
2018-02-03 00:01:16 +0800, BME280|BH1750FVI, 12.15, 92.70, 1024.335, 54612
2018-02-03 00:01:23 +0800, BME280|BH1750FVI, 12.15, 92.59, 1024.316, 54612
2018-02-03 00:01:30 +0800, BME280|BH1750FVI, 12.15, 92.75, 1024.330, 54612
2018-02-03 00:01:38 +0800, BME280|BH1750FVI, 12.15, 93.19, 1024.320, 54612
2018-02-03 00:01:45 +0800, BME280|BH1750FVI, 12.15, 92.70, 1024.334, 54612
2018-02-03 00:01:52 +0800, BME280|BH1750FVI, 12.15, 92.90, 1024.336, 54612
2018-02-03 00:01:59 +0800, BME280|BH1750FVI, 12.13, 92.70, 1024.313, 54612
2018-02-03 00:02:06 +0800, BME280|BH1750FVI, 12.13, 93.03, 1024.327, 54612
2018-02-03 00:02:13 +0800, BME280|BH1750FVI, 12.13, 93.09, 1024.348, 54612
2018-02-03 00:02:20 +0800, BME280|BH1750FVI, 12.14, 93.26, 1024.325, 54612
2018-02-03 00:02:28 +0800, BME280|BH1750FVI, 12.15, 93.87, 1024.345, 54612
2018-02-03 00:02:35 +0800, BME280|BH1750FVI, 12.15, 93.40, 1024.319, 54612
2018-02-03 00:02:42 +0800, BME280|BH1750FVI, 12.15, 93.14, 1024.345, 54612
2018-02-03 00:02:49 +0800, BME280|BH1750FVI, 12.14, 92.78, 1024.313, 54612
2018-02-03 00:02:56 +0800, BME280|BH1750FVI, 12.13, 92.70, 1024.325, 54612
2018-02-03 00:03:03 +0800, BME280|BH1750FVI, 12.11, 92.74, 1024.341, 54612
2018-02-03 00:03:10 +0800, BME280|BH1750FVI, 12.11, 92.76, 1024.333, 54612
2018-02-03 00:03:17 +0800, BME280|BH1750FVI, 12.10, 92.93, 1024.314, 54612
2018-02-03 00:03:25 +0800, BME280|BH1750FVI, 12.11, 93.57, 1024.342, 54612
2018-02-03 00:03:32 +0800, BME280|BH1750FVI, 12.11, 93.79, 1024.335, 54612
2018-02-03 00:03:39 +0800, BME280|BH1750FVI, 12.12, 93.81, 1024.354, 54612
2018-02-03 00:03:46 +0800, BME280|BH1750FVI, 12.12, 94.03, 1024.343, 54612
2018-02-03 00:03:53 +0800, BME280|BH1750FVI, 12.12, 93.82, 1024.305, 54612
2018-02-03 00:04:00 +0800, BME280|BH1750FVI, 12.13, 93.65, 1024.320, 54612
2018-02-03 00:04:07 +0800, BME280|BH1750FVI, 12.13, 93.98, 1024.324, 54612
2018-02-03 00:04:15 +0800, BME280|BH1750FVI, 12.14, 93.85, 1024.337, 54612
2018-02-03 00:04:22 +0800, BME280|BH1750FVI, 12.14, 93.80, 1024.354, 54612
2018-02-03 00:04:29 +0800, BME280|BH1750FVI, 12.15, 94.36, 1024.326, 54612
2018-02-03 00:04:36 +0800, BME280|BH1750FVI, 12.17, 94.55, 1024.353, 54612
2018-02-03 00:04:43 +0800, BME280|BH1750FVI, 12.17, 94.18, 1024.316, 54612
2018-02-03 00:04:50 +0800, BME280|BH1750FVI, 12.19, 93.92, 1024.336, 54612
2018-02-03 00:04:57 +0800, BME280|BH1750FVI, 12.20, 93.48, 1024.373, 54612
2018-02-03 00:05:04 +0800, BME280|BH1750FVI, 12.20, 93.52, 1024.332, 54612
2018-02-03 00:05:12 +0800, BME280|BH1750FVI, 12.20, 93.45, 1024.335, 54612
2018-02-03 00:05:19 +0800, BME280|BH1750FVI, 12.21, 93.51, 1024.346, 54612
2018-02-03 00:05:26 +0800, BME280|BH1750FVI, 12.22, 93.71, 1024.361, 54612
2018-02-03 00:05:33 +0800, BME280|BH1750FVI, 12.22, 93.76, 1024.331, 54612
2018-02-03 00:05:40 +0800, BME280|BH1750FVI, 12.24, 93.91, 1024.321, 54612
2018-02-03 00:05:47 +0800, BME280|BH1750FVI, 12.25, 93.91, 1024.318, 54612
2018-02-03 00:05:54 +0800, BME280|BH1750FVI, 12.27, 93.83, 1024.311, 54612
2018-02-03 00:06:02 +0800, BME280|BH1750FVI, 12.28, 93.72, 1024.316, 54612
2018-02-03 00:06:09 +0800, BME280|BH1750FVI, 12.29, 93.59, 1024.319, 54612
2018-02-03 00:06:16 +0800, BME280|BH1750FVI, 12.30, 93.60, 1024.334, 54612
2018-02-03 00:06:23 +0800, BME280|BH1750FVI, 12.30, 93.55, 1024.286, 54612
2018-02-03 00:06:30 +0800, BME280|BH1750FVI, 12.31, 93.54, 1024.319, 54612
2018-02-03 00:06:37 +0800, BME280|BH1750FVI, 12.32, 93.57, 1024.295, 54612
2018-02-03 00:06:44 +0800, BME280|BH1750FVI, 12.33, 93.60, 1024.300, 54612
2018-02-03 00:06:52 +0800, BME280|BH1750FVI, 12.35, 93.44, 1024.330, 54612
